local_stable_id,stable_id,inode,volume,parent_local_stable_id,local_filename,cloud_filename,local_mtime_ms,cloud_mtime_ms,local_md5_checksum,cloud_md5_checksum,local_size,cloud_size,local_type,cloud_type,local_version,cloud_version,storage_policy,shared,read_only,target_version,is_root
414,1209,562949953542317,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-TerminalServices-LocalSessionManager-Operational_Microsoft-Windows-TerminalServices-LocalSessionManager_40.map,Microsoft-Windows-TerminalServices-LocalSessionManager-Operational_Microsoft-Windows-TerminalServices-LocalSessionManager_40.map,1730221577868,1730221577868,0106fe82b91b9756f4d49a172de8da07,0106fe82b91b9756f4d49a172de8da07,3127,3127,1,1,1,1,0,0,0,,0
415,1211,562949953542327,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-TerminalServices-RemoteConnectionManager-Operational_Microsoft-Windows-TerminalServices-RemoteConnectionManager_1149.map,Microsoft-Windows-TerminalServices-RemoteConnectionManager-Operational_Microsoft-Windows-TerminalServices-RemoteConnectionManager_1149.map,1730221578726,1730221578726,0b17d498b8ab0347a9bf51a660f95ad9,0b17d498b8ab0347a9bf51a660f95ad9,2127,2127,1,1,2,1,0,0,0,,0
416,1213,562949953542323,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-TerminalServices-RDPClient-Operational_Microsoft-Windows-TerminalServices-ClientActiveXCore_1029.map,Microsoft-Windows-TerminalServices-RDPClient-Operational_Microsoft-Windows-TerminalServices-ClientActiveXCore_1029.map,1730221578427,1730221578427,37e7174c8acf7667cb895b598ca07f7f,37e7174c8acf7667cb895b598ca07f7f,4514,4514,1,1,1,1,0,0,0,,0
417,1215,562949953542325,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-TerminalServices-RDPClient-Operational_Microsoft-Windows-TerminalServices-ClientActiveXCore_1103.map,Microsoft-Windows-TerminalServices-RDPClient-Operational_Microsoft-Windows-TerminalServices-ClientActiveXCore_1103.map,1730221578573,1730221578573,cfd01f30e964faf443b50e4d0ef0438c,cfd01f30e964faf443b50e4d0ef0438c,1635,1635,1,1,1,1,0,0,0,,0
418,1217,562949953542318,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-TerminalServices-LocalSessionManager-Operational_Microsoft-Windows-TerminalServices-LocalSessionManager_41.map,Microsoft-Windows-TerminalServices-LocalSessionManager-Operational_Microsoft-Windows-TerminalServices-LocalSessionManager_41.map,1730221577969,1730221577969,820f2f707f814997b3e5cc542a3e5500,820f2f707f814997b3e5cc542a3e5500,1806,1806,1,1,1,1,0,0,0,,0
419,1219,562949953542322,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-TerminalServices-RDPClient-Operational_Microsoft-Windows-TerminalServices-ClientActiveXCore_1027.map,Microsoft-Windows-TerminalServices-RDPClient-Operational_Microsoft-Windows-TerminalServices-ClientActiveXCore_1027.map,1730221578316,1730221578316,895f8955ac24181c6ed01299c1c286b1,895f8955ac24181c6ed01299c1c286b1,2143,2143,1,1,1,1,0,0,0,,0
420,1221,562949953542321,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-TerminalServices-RDPClient-Operational_Microsoft-Windows-TerminalServices-ClientActiveXCore_1026.map,Microsoft-Windows-TerminalServices-RDPClient-Operational_Microsoft-Windows-TerminalServices-ClientActiveXCore_1026.map,1730221578245,1730221578245,b25409db7e7103ba6cbe2c77e2b4f66b,b25409db7e7103ba6cbe2c77e2b4f66b,13722,13722,1,1,1,1,0,0,0,,0
421,1223,562949953542336,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-VHDMP-Operational_Microsoft-Windows-VHDMP_1_Legacy.map,Microsoft-Windows-VHDMP-Operational_Microsoft-Windows-VHDMP_1_Legacy.map,1730221579519,1730221579519,0ea69a10f3dc820bda8f1067b1275033,0ea69a10f3dc820bda8f1067b1275033,1929,1929,1,1,1,1,0,0,0,,0
422,1225,562949953542328,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-TerminalServices-RemoteConnectionManager-Operational_Microsoft-Windows-TerminalServices-RemoteConnectionManager_261.map,Microsoft-Windows-TerminalServices-RemoteConnectionManager-Operational_Microsoft-Windows-TerminalServices-RemoteConnectionManager_261.map,1730221578808,1730221578808,12e074f7ca218adcde79706c0ca20c8e,12e074f7ca218adcde79706c0ca20c8e,1525,1525,1,1,1,1,0,0,0,,0
423,1227,562949953542335,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-VHDMP-Operational_Microsoft-Windows-VHDMP_1_Current.map,Microsoft-Windows-VHDMP-Operational_Microsoft-Windows-VHDMP_1_Current.map,1730221579467,1730221579467,b44f7f67f6c0838a0ee9bd1c52c37a90,b44f7f67f6c0838a0ee9bd1c52c37a90,1819,1819,1,1,1,1,0,0,0,,0
424,1229,562949953542334,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-VHDMP-Operational_Microsoft-Windows-VHDMP_1.map,Microsoft-Windows-VHDMP-Operational_Microsoft-Windows-VHDMP_1.map,1730221579346,1730221579346,74a5140312eaaa686fba06ce756c2f46,74a5140312eaaa686fba06ce756c2f46,1505,1505,1,1,1,1,0,0,0,,0
425,1231,562949953542338,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-VHDMP-Operational_Microsoft-Windows-VHDMP_2_Current.map,Microsoft-Windows-VHDMP-Operational_Microsoft-Windows-VHDMP_2_Current.map,1730221579682,1730221579682,fa1ad62b90674fed8dc85974f6bfb045,fa1ad62b90674fed8dc85974f6bfb045,1816,1816,1,1,1,1,0,0,0,,0
426,1233,562949953542330,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-UniversalTelemetryClient-Operational_Microsoft-Windows-UniversalTelemetryClient_55.map,Microsoft-Windows-UniversalTelemetryClient-Operational_Microsoft-Windows-UniversalTelemetryClient_55.map,1730221579022,1730221579022,4954c5f8ae0f7d53f02fbeb4ef57d279,4954c5f8ae0f7d53f02fbeb4ef57d279,1527,1527,1,1,1,1,0,0,0,,0
427,1235,562949953542332,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-User-Profile-Service-Operational_Microsoft-Windows-User-Profiles-Service_4.map,Microsoft-Windows-User-Profile-Service-Operational_Microsoft-Windows-User-Profiles-Service_4.map,1730221579183,1730221579183,d3bd241f98a914846fe6955cdacfb868,d3bd241f98a914846fe6955cdacfb868,1370,1370,1,1,1,1,0,0,0,,0
428,1237,562949953542329,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-TZUtil-Operational_Microsoft-Windows-TZUtil_20001.map,Microsoft-Windows-TZUtil-Operational_Microsoft-Windows-TZUtil_20001.map,1730221578950,1730221578950,4da9dfe362ab64d613c88366605148e2,4da9dfe362ab64d613c88366605148e2,1337,1337,1,1,1,1,0,0,0,,0
429,1239,562949953542333,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-User-Profile-Service-Operational_Microsoft-Windows-User-Profiles-Service_67.map,Microsoft-Windows-User-Profile-Service-Operational_Microsoft-Windows-User-Profiles-Service_67.map,1730221579249,1730221579249,013c4fb4e1fe35b4e418400f83701e65,013c4fb4e1fe35b4e418400f83701e65,2215,2215,1,1,1,1,0,0,0,,0
430,1241,562949953542331,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-User-Profile-Service-Operational_Microsoft-Windows-User-Profiles-Service_2.map,Microsoft-Windows-User-Profile-Service-Operational_Microsoft-Windows-User-Profiles-Service_2.map,1730221579091,1730221579091,0908f75f97f430a17ce66b715e3a58a9,0908f75f97f430a17ce66b715e3a58a9,1352,1352,1,1,1,1,0,0,0,,0
431,1243,562949953542337,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-VHDMP-Operational_Microsoft-Windows-VHDMP_2.map,Microsoft-Windows-VHDMP-Operational_Microsoft-Windows-VHDMP_2.map,1730221579584,1730221579584,c14f892246a4ce714ce01819a3bffd88,c14f892246a4ce714ce01819a3bffd88,1452,1452,1,1,1,1,0,0,0,,0
432,1245,562949953542339,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-VHDMP-Operational_Microsoft-Windows-VHDMP_2_Legacy.map,Microsoft-Windows-VHDMP-Operational_Microsoft-Windows-VHDMP_2_Legacy.map,1730221579741,1730221579741,d99eb9380ab777bb003e2a26eed4f793,d99eb9380ab777bb003e2a26eed4f793,1963,1963,1,1,1,1,0,0,0,,0
433,1247,562949953542344,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1001.map,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1001.map,1730221580291,1730221580291,8a449131b5295301c5f13c13f3c4f8e8,8a449131b5295301c5f13c13f3c4f8e8,3290,3290,1,1,1,1,0,0,0,,0
434,1249,562949953542340,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-VHDMP-Operational_Microsoft-Windows-VHDMP_50_Current.map,Microsoft-Windows-VHDMP-Operational_Microsoft-Windows-VHDMP_50_Current.map,1730221579796,1730221579796,53ac0c0422f5eafbb5a83a71b2fe7a31,53ac0c0422f5eafbb5a83a71b2fe7a31,1766,1766,1,1,1,1,0,0,0,,0
435,1251,562949953542342,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-WER-Diag-Operational_Microsoft-Windows-WER-Diag_4.map,Microsoft-Windows-WER-Diag-Operational_Microsoft-Windows-WER-Diag_4.map,1730221580015,1730221580015,2b4a3bf2e38d7aad9b370a50fdd05e03,2b4a3bf2e38d7aad9b370a50fdd05e03,2250,2250,1,1,1,1,0,0,0,,0
436,1253,562949953542343,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1000.map,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1000.map,1730221580169,1730221580169,9c94c190ec6963494e900ebb858c6772,9c94c190ec6963494e900ebb858c6772,2753,2753,1,1,1,1,0,0,0,,0
437,1255,562949953542345,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1002.map,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1002.map,1730221580445,1730221580445,3efb514d555581b4a7abeb685e6f0cf9,3efb514d555581b4a7abeb685e6f0cf9,2801,2801,1,1,1,1,0,0,0,,0
438,1257,562949953542341,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-VHDMP-Operational_Microsoft-Windows-VHDMP_51_Current.map,Microsoft-Windows-VHDMP-Operational_Microsoft-Windows-VHDMP_51_Current.map,1730221579923,1730221579923,4b82c21e94955b67aaad55640a6d9ced,4b82c21e94955b67aaad55640a6d9ced,1553,1553,1,1,1,1,0,0,0,,0
439,1259,562949953542346,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1003.map,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1003.map,1730221580609,1730221580609,35833b409e2d21eb81e546a962a1bbaa,35833b409e2d21eb81e546a962a1bbaa,2781,2781,1,1,1,1,0,0,0,,0
440,1261,562949953542347,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1004.map,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1004.map,1730221580721,1730221580721,36a10cedab591b4bfd1b588002f5222e,36a10cedab591b4bfd1b588002f5222e,2772,2772,1,1,2,1,0,0,0,,0
441,1263,562949953542352,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1013.map,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1013.map,1730221581289,1730221581289,6f55d9f287495ffef94ebfe1ebe29193,6f55d9f287495ffef94ebfe1ebe29193,2041,2041,1,1,1,1,0,0,0,,0
442,1265,562949953542349,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1006.map,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1006.map,1730221580919,1730221580919,5d874c8311114486d4c0e3e9847ecfb7,5d874c8311114486d4c0e3e9847ecfb7,3601,3601,1,1,1,1,0,0,0,,0
443,1267,562949953542348,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1005.map,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1005.map,1730221580850,1730221580850,93a58624aafd63be1a8058475269a75d,93a58624aafd63be1a8058475269a75d,3182,3182,1,1,1,1,0,0,0,,0
444,1269,562949953542353,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1116.map,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1116.map,1730221581421,1730221581421,f2b1db0bea224ff7d1dd6281c6f57e00,f2b1db0bea224ff7d1dd6281c6f57e00,4708,4708,1,1,1,1,0,0,0,,0
445,1271,562949953542351,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1011.map,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1011.map,1730221581187,1730221581187,e2e1d266a9251a58ff167160c28321d5,e2e1d266a9251a58ff167160c28321d5,3411,3411,1,1,1,1,0,0,0,,0
446,1273,562949953542364,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1150.map,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1150.map,1730221581692,1730221581692,5f0a28a3e3283c7ecd161fa0bacef90f,5f0a28a3e3283c7ecd161fa0bacef90f,1621,1621,1,1,2,1,0,0,0,,0
447,1275,562949953542359,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1117.map,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1117.map,1730221581555,1730221581555,e7d34b83867d4708f65c8b60ddb0c996,e7d34b83867d4708f65c8b60ddb0c996,4748,4748,1,1,1,1,0,0,0,,0
448,1277,562949953542350,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1008.map,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_1008.map,1730221581090,1730221581090,c2997773463dbd6a197da2e4da4ab964,c2997773463dbd6a197da2e4da4ab964,4101,4101,1,1,1,1,0,0,0,,0
449,1279,562949953542375,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_2000.map,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_2000.map,1730221581856,1730221581856,44460bf5d317c806eb30ecb4ea98e0f8,44460bf5d317c806eb30ecb4ea98e0f8,2841,2841,1,1,1,1,0,0,0,,0
450,1281,562949953542381,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_5000.map,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_5000.map,1730221581940,1730221581940,1584b0b36cdd5b6d327e4399117d25ae,1584b0b36cdd5b6d327e4399117d25ae,1430,1430,1,1,1,1,0,0,0,,0
451,1283,562949953542421,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-Windows-Firewall-With-Advanced-Security-Firewall_Microsoft-Windows-Windows-Firewall-With-Advanced-Security_2011.map,Microsoft-Windows-Windows-Firewall-With-Advanced-Security-Firewall_Microsoft-Windows-Windows-Firewall-With-Advanced-Security_2011.map,1730221582658,1730221582658,c45494f7893111419ec8460d657d347f,c45494f7893111419ec8460d657d347f,2104,2104,1,1,1,1,0,0,0,,0
452,1285,562949953542417,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-Windows-Firewall-With-Advanced-Security-Firewall_Microsoft-Windows-Windows-Firewall-With-Advanced-Security_2006.map,Microsoft-Windows-Windows-Firewall-With-Advanced-Security-Firewall_Microsoft-Windows-Windows-Firewall-With-Advanced-Security_2006.map,1730221582532,1730221582532,f6fcaffda23cf3bd68229028c81c45fc,f6fcaffda23cf3bd68229028c81c45fc,2348,2348,1,1,1,1,0,0,0,,0
453,1287,562949953542383,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_5001.map,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_5001.map,1730221582047,1730221582047,f6af5e7547aa773d14f87f9049b82de7,f6af5e7547aa773d14f87f9049b82de7,1431,1431,1,1,1,1,0,0,0,,0
454,1289,562949953542412,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-Windows-Firewall-With-Advanced-Security-Firewall_Microsoft-Windows-Windows-Firewall-With-Advanced-Security_2005.map,Microsoft-Windows-Windows-Firewall-With-Advanced-Security-Firewall_Microsoft-Windows-Windows-Firewall-With-Advanced-Security_2005.map,1730221582401,1730221582401,51b5af4025b72cfed1ba6f6a6ae3b30b,51b5af4025b72cfed1ba6f6a6ae3b30b,4489,4489,1,1,1,1,0,0,0,,0
455,1291,562949953542389,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_5007.map,Microsoft-Windows-Windows-Defender-Operational_Microsoft-Windows-Windows-Defender_5007.map,1730221582103,1730221582103,51bc260f40b15c3b32d2b7dfecfbff4c,51bc260f40b15c3b32d2b7dfecfbff4c,1786,1786,1,1,1,1,0,0,0,,0
456,1293,562949953542395,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-Windows-Firewall-With-Advanced-Security-Firewall_Microsoft-Windows-Windows-Firewall-With-Advanced-Security_2003.map,Microsoft-Windows-Windows-Firewall-With-Advanced-Security-Firewall_Microsoft-Windows-Windows-Firewall-With-Advanced-Security_2003.map,1730221582186,1730221582186,d005284eff86f1d1f3988aee6326eceb,d005284eff86f1d1f3988aee6326eceb,2436,2436,1,1,1,1,0,0,0,,0
457,1295,562949953542423,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-WinINet-Config-ProxyConfigChanged_Microsoft-Windows-WinINet-Config_5600.map,Microsoft-Windows-WinINet-Config-ProxyConfigChanged_Microsoft-Windows-WinINet-Config_5600.map,1730221582755,1730221582755,28e1798c208475824c02fd53fbc48530,28e1798c208475824c02fd53fbc48530,2132,2132,1,1,2,1,0,0,0,,0
458,1297,562949953542400,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-Windows-Firewall-With-Advanced-Security-Firewall_Microsoft-Windows-Windows-Firewall-With-Advanced-Security_2004.map,Microsoft-Windows-Windows-Firewall-With-Advanced-Security-Firewall_Microsoft-Windows-Windows-Firewall-With-Advanced-Security_2004.map,1730221582294,1730221582294,876a1b37a985275f1088824a6a15de41,876a1b37a985275f1088824a6a15de41,4369,4369,1,1,1,1,0,0,0,,0
459,1299,562949953542425,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-Winlogon-Operational_Microsoft-Windows-Winlogon_811.map,Microsoft-Windows-Winlogon-Operational_Microsoft-Windows-Winlogon_811.map,1730221582849,1730221582849,e3b2ec1964d29ee16cf402fd228a9fb6,e3b2ec1964d29ee16cf402fd228a9fb6,2162,2162,1,1,1,1,0,0,0,,0
460,1301,562949953542441,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-WLAN-AutoConfig-Operational_Microsoft-Windows-WLAN-AutoConfig_8000.map,Microsoft-Windows-WLAN-AutoConfig-Operational_Microsoft-Windows-WLAN-AutoConfig_8000.map,1730221583123,1730221583123,401016b1436387a2e85a7a0823fba951,401016b1436387a2e85a7a0823fba951,2381,2381,1,1,1,1,0,0,0,,0
461,1303,562949953542455,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-WLAN-AutoConfig-Operational_Microsoft-Windows-WLAN-AutoConfig_8002.map,Microsoft-Windows-WLAN-AutoConfig-Operational_Microsoft-Windows-WLAN-AutoConfig_8002.map,1730221583333,1730221583333,61feaa0d9798a44d244a55ff9541a455,61feaa0d9798a44d244a55ff9541a455,2599,2599,1,1,1,1,0,0,0,,0
462,1305,562949953542437,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-WinRM-Operational_Microsoft-Windows-WinRM_169.map,Microsoft-Windows-WinRM-Operational_Microsoft-Windows-WinRM_169.map,1730221583062,1730221583062,d1c6286b01586f2f4f13250fe36fef0b,d1c6286b01586f2f4f13250fe36fef0b,1088,1088,1,1,1,1,0,0,0,,0
463,1307,562949953542468,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-WMI-Activity-Operational_Microsoft-Windows-WMI-Activity_5857.map,Microsoft-Windows-WMI-Activity-Operational_Microsoft-Windows-WMI-Activity_5857.map,1730221583521,1730221583521,211122ac12e0cc2f5f84c80c95251e76,211122ac12e0cc2f5f84c80c95251e76,1915,1915,1,1,1,1,0,0,0,,0
464,1309,562949953542472,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-WMI-Activity-Operational_Microsoft-Windows-WMI-Activity_5858.map,Microsoft-Windows-WMI-Activity-Operational_Microsoft-Windows-WMI-Activity_5858.map,1730221583630,1730221583630,2adbc9b68858d04d21e17285e2d00b13,2adbc9b68858d04d21e17285e2d00b13,22913,22913,1,1,1,1,0,0,0,,0
465,1311,562949953542429,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-Winlogon-Operational_Microsoft-Windows-Winlogon_812.map,Microsoft-Windows-Winlogon-Operational_Microsoft-Windows-Winlogon_812.map,1730221582985,1730221582985,e7c1a5ccccc3a771fc1bef871baf9ca8,e7c1a5ccccc3a771fc1bef871baf9ca8,2157,2157,1,1,1,1,0,0,0,,0
466,1313,562949953542476,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-WMI-Activity-Operational_Microsoft-Windows-WMI-Activity_5860.map,Microsoft-Windows-WMI-Activity-Operational_Microsoft-Windows-WMI-Activity_5860.map,1730221583751,1730221583751,516f8de4c1e9e288334ac82b52b4fb14,516f8de4c1e9e288334ac82b52b4fb14,2350,2350,1,1,2,1,0,0,0,,0
467,1315,562949953542446,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-WLAN-AutoConfig-Operational_Microsoft-Windows-WLAN-AutoConfig_8001.map,Microsoft-Windows-WLAN-AutoConfig-Operational_Microsoft-Windows-WLAN-AutoConfig_8001.map,1730221583243,1730221583243,488e3506058ae1de0529672c0adf95ee,488e3506058ae1de0529672c0adf95ee,3014,3014,1,1,1,1,0,0,0,,0
468,1317,562949953542463,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-WLAN-AutoConfig-Operational_Microsoft-Windows-WLAN-AutoConfig_8003.map,Microsoft-Windows-WLAN-AutoConfig-Operational_Microsoft-Windows-WLAN-AutoConfig_8003.map,1730221583441,1730221583441,36c35c1dc6226e832e694fe75c340751,36c35c1dc6226e832e694fe75c340751,2658,2658,1,1,1,1,0,0,0,,0
469,1319,562949953542483,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-WPD-MTPClassDriver-Operational_Microsoft-Windows-WPD-MTPClassDriver_1005.map,Microsoft-Windows-WPD-MTPClassDriver-Operational_Microsoft-Windows-WPD-MTPClassDriver_1005.map,1730221583932,1730221583932,8af360250d8755abfdc7b2c43fe80d44,8af360250d8755abfdc7b2c43fe80d44,1896,1896,1,1,1,1,0,0,0,,0
470,1321,562949953542485,87abe2a8-0000-0000-0000-300300000000,221,OAlerts_Microsoft-Office-15-Alerts_300.map,OAlerts_Microsoft-Office-15-Alerts_300.map,1730221584131,1730221584131,8e59c6eddbb8544e69c42c21fa5b3719,8e59c6eddbb8544e69c42c21fa5b3719,1707,1707,1,1,1,1,0,0,0,,0
471,1323,562949953542490,87abe2a8-0000-0000-0000-300300000000,221,Security_Microsoft-Windows-Security-Auditing_4608.map,Security_Microsoft-Windows-Security-Auditing_4608.map,1730221584749,1730221584749,e8c40129f405c21eb6a7f478c0921b41,e8c40129f405c21eb6a7f478c0921b41,1416,1416,1,1,2,1,0,0,0,,0
472,1325,562949953542488,87abe2a8-0000-0000-0000-300300000000,221,Security_Microsoft-Windows-Eventlog_1100.map,Security_Microsoft-Windows-Eventlog_1100.map,1730221584451,1730221584451,7a475ad27a8e14de49843991850265a2,7a475ad27a8e14de49843991850265a2,1793,1793,1,1,1,1,0,0,0,,0
473,1327,562949953542484,87abe2a8-0000-0000-0000-300300000000,221,OAlerts_Microsoft-Office-14-Alerts_300.map,OAlerts_Microsoft-Office-14-Alerts_300.map,1730221584025,1730221584025,23c32d8c2a46fb121b3e1a9a96cf69db,23c32d8c2a46fb121b3e1a9a96cf69db,1707,1707,1,1,1,1,0,0,0,,0
474,1329,562949953542482,87abe2a8-0000-0000-0000-300300000000,221,Microsoft-Windows-WMI-Activity-Operational_Microsoft-Windows-WMI-Activity_5861.map,Microsoft-Windows-WMI-Activity-Operational_Microsoft-Windows-WMI-Activity_5861.map,1730221583820,1730221583820,4cf3faad6d3dc5469ebb22b7e52f09cb,4cf3faad6d3dc5469ebb22b7e52f09cb,2353,2353,1,1,1,1,0,0,0,,0
475,1331,562949953542486,87abe2a8-0000-0000-0000-300300000000,221,OAlerts_Microsoft-Office-16-Alerts_300.map,OAlerts_Microsoft-Office-16-Alerts_300.map,1730221584198,1730221584198,0e298e713fa920237cd6490caa9b21a0,0e298e713fa920237cd6490caa9b21a0,1567,1567,1,1,1,1,0,0,0,,0
476,1333,562949953542487,87abe2a8-0000-0000-0000-300300000000,221,OpenSSH-Operational_OpenSSH_4.map,OpenSSH-Operational_OpenSSH_4.map,1730221584302,1730221584302,8649bc5569af3ecee4da64177299a7d3,8649bc5569af3ecee4da64177299a7d3,1211,1211,1,1,1,1,0,0,0,,0
477,1335,562949953542489,87abe2a8-0000-0000-0000-300300000000,221,Security_Microsoft-Windows-Eventlog_1102.map,Security_Microsoft-Windows-Eventlog_1102.map,1730221584607,1730221584607,4c97b5d107a8ad772b99c147681f4b65,4c97b5d107a8ad772b99c147681f4b65,1774,1774,1,1,1,1,0,0,0,,0
478,1337,562949953542491,87abe2a8-0000-0000-0000-300300000000,221,Security_Microsoft-Windows-Security-Auditing_4611.map,Security_Microsoft-Windows-Security-Auditing_4611.map,1730221584822,1730221584822,08009acd9a383e4c60efc3ca460673b5,08009acd9a383e4c60efc3ca460673b5,2067,2067,1,1,1,1,0,0,0,,0
479,1339,562949953542493,87abe2a8-0000-0000-0000-300300000000,221,Security_Microsoft-Windows-Security-Auditing_4624.map,Security_Microsoft-Windows-Security-Auditing_4624.map,1730221585683,1730221585683,15df8ba5b394e4fda14f6d11ec0b69c7,15df8ba5b394e4fda14f6d11ec0b69c7,4634,4634,1,1,1,1,0,0,0,,0
480,1341,562949953542492,87abe2a8-0000-0000-0000-300300000000,221,Security_Microsoft-Windows-Security-Auditing_4616.map,Security_Microsoft-Windows-Security-Auditing_4616.map,1730221584911,1730221584911,fecb3459af6beb34571b36c47d3832f2,fecb3459af6beb34571b36c47d3832f2,2617,2617,1,1,1,1,0,0,0,,0
